time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
4.020000000000002,-2.41069314443,5.75547200518,25.1358094235,0.209735470935,0.0221127286135,0.0,-1.20932016533,4.08393313882,6.25063963971,0.149120465327,0.119011415274,0.0,427.115060141095,427.8020892259387,427.4951253969101,426.85778877607885
4.080000000000001,-2.48374348384,6.00421653062,25.5118820106,0.218723951041,0.0292374963361,0.0,-1.22633296344,4.20820169661,6.284393079,0.151147171893,0.11821072648,0.0,465.03978002095954,464.9890343833562,464.8567978727401,465.03562862183674
4.14,-2.55786846972,6.26000928171,25.8874259668,0.22734500904,0.03635403968,0.0,-1.24506326732,4.31885998684,6.23354419769,0.121414946414,0.119393300415,0.0,439.64269640415216,439.7535032418554,440.63696263433076,438.19038811363254
4.199999999999998,-2.63342452182,6.5237179195,26.2648601231,0.234089718708,0.0436050368752,0.0,-1.27418482795,4.47183880331,6.34636615932,0.080433185244,0.123612189591,0.0,490.3154803650002,490.64055005616126,492.5704100040629,489.53875411908456
4.259999999999997,-2.71065632131,6.79554537056,26.6441339165,0.238899172285,0.0511042056317,0.0,-1.30080634276,4.58934948143,6.29600147043,0.0796008795335,0.127598899996,0.0,442.49516997359785,442.83758519446326,442.53491673291916,442.47157721342455
4.319999999999996,-2.78953961961,7.07416779475,27.0190985108,0.24349660771,0.0591946192472,0.0,-1.32923508945,4.69835442209,6.20299276926,0.0698875870334,0.146372142464,0.0,428.2812182379086,429.89267346024513,428.5337802018377,427.7119276008938
4.379999999999995,-2.87013053885,7.35888653284,27.3865160616,0.247838969871,0.0685697468003,0.0,-1.35775569115,4.79257745556,6.04484598464,0.0769273464437,0.170954985924,0.0,403.8434509366919,406.080612146119,405.7777142525947,406.4139584585181
4.439999999999993,-2.95283995917,7.65027593605,27.7483131966,0.253076531654,0.0789028503596,0.0,-1.40007369072,4.92063345693,6.01475010735,0.102543694124,0.174629179739,0.0,448.34856671076517,448.67522943409324,446.2972545635715,448.3897529639092
4.499999999999992,-3.0383998488,7.949833074,28.1098892452,0.25868731933,0.0897614553814,0.0,-1.45285913815,5.06486956944,6.03705580119,0.0612863353298,0.191330600014,0.0,465.5165917168523,466.8516901773871,466.2260378863134,462.9968210947058
4.559999999999991,-3.12723888605,8.25784766936,28.4717882835,0.262282114686,0.101386607308,0.0,-1.50941729258,5.20234329704,6.02580422126,0.0570164051321,0.198196134209,0.0,455.31418773829574,455.89881508529743,456.98328087206113,456.6451196189046
4.6199999999999894,-3.22001890061,8.57499152962,28.8361564679,0.266319478715,0.112911888741,0.0,-1.58435222072,5.36904848928,6.1186198194,0.082440623142,0.175665622598,0.0,490.6459785214251,489.001770470362,488.0070405446838,489.904382579293
4.679999999999988,-3.3173012573,8.90166302626,29.2041320218,0.27150915671,0.123600466745,0.0,-1.65930910088,5.52011950052,6.14640788713,0.0935662035187,0.182680606718,0.0,470.91836496698835,471.4894111291825,472.3597892807552,473.2228463386505
4.739999999999987,-3.41894642635,9.23674026036,29.5711527446,0.277039283431,0.134327153064,0.0,-1.72972270735,5.64935991466,6.08734228039,0.0892185138798,0.169549255441,0.0,446.53368358182746,445.4914569462684,446.0246249044827,445.6764175641108
4.799999999999986,-3.52571045767,9.58106906202,29.939658824,0.282447107362,0.14432522033,0.0,-1.82997495428,5.82828028979,6.19472353639,0.0918932996093,0.160063805517,0.0,498.7492453563754,498.0789904964011,498.68193551170657,498.8831498955783
4.859999999999984,-3.63802763185,9.93492370331,30.3101496844,0.288017832134,0.153863649208,0.0,-1.91469282494,5.9670599964,6.1545210169,0.0946834070671,0.156702647927,0.0,456.5662588169004,456.32118073829787,455.0467201080971,455.27713071973454
4.919999999999983,-3.75568539958,10.2973328889,30.6787757849,0.29365167749,0.162793101201,0.0,-2.00796897678,6.11340154836,6.13240086732,0.0922784404033,0.124395052625,0.0,463.8705685466231,461.3449098994716,462.80203495399496,462.6197276072113
4.979999999999982,-3.87849791922,10.667538206,31.0426099531,0.299153202096,0.170045520267,0.0,-2.08636196968,6.22706224006,5.99564038367,0.0904936669306,0.112698410755,0.0,425.9239975607528,424.935955964496,425.60481362229865,425.45945377854304
5.0399999999999805,-4.00620653331,11.0447537762,31.3987165814,0.304984363607,0.176712806339,0.0,-2.17112569138,6.3470536156,5.87467924198,0.108006089291,0.107767843912,0.0,430.9457129451302,430.5399556662058,429.4739365402022,430.9654984794437
